Year,Country,Region,Income_Group,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Overall_Score
2019,GEO,Eastern Europe & Central Asia,2,0.565923262,0.699094463,0.585630307,0.615371575,0.781903406,0.562525534,0.540035981,0.519261605,0.608718267
2019,DEU,EU + EFTA + North America,4,0.849849804,0.822339773,0.791346379,0.847520454,0.888623991,0.84673226,0.856665748,0.778968877,0.835255911
2019,GHA,Sub-Saharan Africa,2,0.697690518,0.405061013,0.512966616,0.639040495,0.709423164,0.548295049,0.616022532,0.487649523,0.577018614
2019,GRC,EU + EFTA + North America,4,0.690730801,0.567431045,0.6070292,0.660586553,0.724538928,0.586493128,0.576192261,0.513512455,0.615814296
2019,GRD,Latin America & Caribbean,3,0.587806936,0.664517428,0.470557917,0.631272326,0.766151015,0.577105068,0.617645575,0.501492272,0.602068567
2019,GTM,Latin America & Caribbean,3,0.544790636,0.368542259,0.505061541,0.551734905,0.591229395,0.420395885,0.371000302,0.320403858,0.459144847
2019,GIN,Sub-Saharan Africa,1,0.393645532,0.281902723,0.387454032,0.518922185,0.752347998,0.431089246,0.412482404,0.310601264,0.436055673
2019,GUY,Latin America & Caribbean,3,0.565159871,0.462202701,0.444874629,0.558488296,0.611281489,0.464497423,0.530762792,0.383502481,0.50259621
2019,HND,Latin America & Caribbean,2,0.370569125,0.335866877,0.424667722,0.408053067,0.603706623,0.397254641,0.414561034,0.256842213,0.401440163
2019,HKG,East Asia & Pacific,4,0.64590356,0.840890507,0.747285761,0.664304064,0.925097104,0.824588548,0.773239814,0.711910228,0.766652448
2019,HUN,EU + EFTA + North America,4,0.411647374,0.508831265,0.456849377,0.580539442,0.905966394,0.473422877,0.455826799,0.478123168,0.533900837
2019,IND,South Asia,2,0.611281959,0.426108321,0.611648069,0.525093216,0.588365955,0.481460689,0.445907773,0.401953347,0.511477416
2019,IDN,East Asia & Pacific,2,0.664127777,0.377079568,0.541562216,0.51568851,0.704418963,0.554235069,0.440032233,0.37401269,0.521394628
2019,IRN,Middle East & North Africa,3,0.389309052,0.449402047,0.294058445,0.246122743,0.745417247,0.478273885,0.547028011,0.417588998,0.445900054
2019,ITA,EU + EFTA + North America,4,0.706671397,0.632229209,0.630067369,0.725208793,0.744453812,0.593170601,0.559798084,0.641920031,0.654189912
2019,JAM,Latin America & Caribbean,3,0.619531658,0.543189656,0.55775872,0.626656674,0.616157188,0.536522527,0.512603455,0.503926452,0.564543291
2019,JPN,East Asia & Pacific,4,0.712155655,0.819224202,0.686189907,0.780985501,0.920979491,0.783444192,0.791951832,0.743072429,0.779750401
2019,JOR,Middle East & North Africa,3,0.493604198,0.583465156,0.407198574,0.494288217,0.767194026,0.581568859,0.634845584,0.580593584,0.567844775
2019,KAZ,Eastern Europe & Central Asia,3,0.428624043,0.466056205,0.470942881,0.463594919,0.781825732,0.50660263,0.593511011,0.437180423,0.51854223
2019,KEN,Sub-Saharan Africa,2,0.493351273,0.273729787,0.490833882,0.455797833,0.574362404,0.456777136,0.472614111,0.377301352,0.449345972
2019,KGZ,Eastern Europe & Central Asia,2,0.477406867,0.314171532,0.538571584,0.49325703,0.751164117,0.448865256,0.488653167,0.310044473,0.477766753
2019,LBN,Middle East & North Africa,3,0.517930753,0.391899042,0.439020279,0.518404581,0.635238101,0.442074946,0.435796078,0.379842787,0.470025821
2019,LBR,Sub-Saharan Africa,1,0.531220685,0.318937364,0.489513439,0.522332165,0.610666969,0.433674436,0.443353113,0.323044215,0.459092798
2019,MDG,Sub-Saharan Africa,1,0.440532826,0.264479314,0.459207978,0.473225697,0.710193717,0.345268202,0.402647468,0.344789324,0.430043066
2019,MWI,Sub-Saharan Africa,1,0.556669258,0.42007006,0.432922251,0.589423813,0.681371534,0.453089074,0.53853978,0.446309576,0.514799418
2019,MYS,East Asia & Pacific,3,0.53546877,0.581725252,0.384166972,0.47775692,0.787585648,0.531864183,0.597075516,0.541118798,0.554595257
2019,MLI,Sub-Saharan Africa,1,0.476776131,0.312316042,0.433166773,0.535691002,0.608643487,0.542253091,0.425043662,0.27797379,0.451482997
2019,MRT,Sub-Saharan Africa,2,0.295742666,0.306690168,0.256969399,0.387115176,0.652658783,0.255607103,0.324868579,0.302060679,0.347714069
2019,MUS,Sub-Saharan Africa,3,0.598422237,0.584130235,0.537097095,0.644961916,0.766078264,0.628613809,0.634650606,0.525098453,0.614881577
2019,MEX,Latin America & Caribbean,3,0.47108254,0.293180024,0.608158774,0.535010513,0.566324424,0.462930517,0.401370525,0.291763373,0.453727586
2019,MDA,Eastern Europe & Central Asia,2,0.432784139,0.324243732,0.549758365,0.538680556,0.802268393,0.420887378,0.467128061,0.344546675,0.485037162
2019,MNG,East Asia & Pacific,2,0.544707204,0.438902946,0.509322192,0.578952582,0.76594805,0.485951208,0.542055699,0.496034038,0.54523424
2019,MAR,Middle East & North Africa,2,0.532458472,0.442869628,0.439115698,0.457072845,0.69308527,0.537182251,0.538550619,0.381010129,0.502668114
2019,MOZ,Sub-Saharan Africa,1,0.451545114,0.371294512,0.371700209,0.420698339,0.61920869,0.383835317,0.46106307,0.343061359,0.427800826
2019,MMR,East Asia & Pacific,2,0.450941331,0.469706843,0.349972016,0.311649898,0.65559645,0.464857084,0.358236685,0.288634893,0.4186994
2019,NAM,Sub-Saharan Africa,3,0.681555401,0.530141574,0.576681381,0.659989035,0.734882264,0.584553703,0.664526929,0.542907828,0.621904764
2019,NPL,South Asia,1,0.60083084,0.430177555,0.520716746,0.542658629,0.724215548,0.502873447,0.469592859,0.444048414,0.529389255
2019,NLD,EU + EFTA + North America,4,0.857031036,0.881038813,0.824660962,0.84095249,0.84992042,0.858493898,0.857248179,0.763974185,0.841664998
2019,NZL,East Asia & Pacific,4,0.848322096,0.871765822,0.813000784,0.804363001,0.888172558,0.852388627,0.778170638,0.722150554,0.82229176
2019,NIC,Latin America & Caribbean,2,0.270329078,0.346822827,0.379512918,0.390005867,0.7024439,0.454146348,0.410825623,0.279566898,0.404206682
2019,NER,Sub-Saharan Africa,1,0.417495612,0.428343205,0.350585588,0.491114914,0.725365258,0.439369419,0.431631627,0.33646448,0.452546263
2019,NGA,Sub-Saharan Africa,2,0.536662845,0.339510936,0.428097341,0.457823972,0.353052827,0.430960802,0.484941987,0.426533489,0.432198025
2019,MKD,Eastern Europe & Central Asia,3,0.468709837,0.465926498,0.491455664,0.569226174,0.788420477,0.479177038,0.566612059,0.473734875,0.537907828
2019,NOR,EU + EFTA + North America,4,0.939733397,0.943527354,0.88253697,0.900860962,0.928803852,0.871098925,0.853430455,0.829204451,0.893649546
2019,PAK,South Asia,2,0.516049348,0.315982772,0.447786075,0.380381085,0.358986703,0.378160048,0.378655934,0.351344601,0.390918321
2019,PAN,Latin America & Caribbean,4,0.533369993,0.418020393,0.593744879,0.616042064,0.67872847,0.513434843,0.48586379,0.314494826,0.519212407
2019,PER,Latin America & Caribbean,3,0.613861356,0.333792286,0.546411043,0.62625581,0.641149316,0.499490188,0.462524493,0.33054173,0.506753278
2019,PHL,East Asia & Pacific,2,0.525580922,0.465595772,0.532495702,0.42342847,0.596095796,0.471428264,0.443801423,0.308605687,0.470879005
2019,POL,EU + EFTA + North America,4,0.580737427,0.727202559,0.626331024,0.657132448,0.856975126,0.622731965,0.635793846,0.608871425,0.664471978
2019,PRT,EU + EFTA + North America,4,0.79148356,0.724171843,0.67215686,0.787239167,0.787430242,0.641520195,0.688688195,0.604051674,0.712092717
2019,KOR,East Asia & Pacific,4,0.715599241,0.67202292,0.694123156,0.736704759,0.841003558,0.728508277,0.767444294,0.705473889,0.732610012
2019,ROU,EU + EFTA + North America,3,0.619304704,0.572398095,0.622925254,0.695636407,0.840640579,0.574099462,0.64349371,0.568811765,0.642163747
2019,RUS,Eastern Europe & Central Asia,3,0.370252086,0.45276218,0.493566422,0.449111835,0.664526815,0.488879101,0.52037956,0.337569164,0.472130895
2019,RWA,Sub-Saharan Africa,1,0.597596565,0.599005584,0.571651151,0.52323779,0.838901039,0.567524888,0.631750909,0.545867958,0.609441986
2019,SEN,Sub-Saharan Africa,1,0.579377632,0.542991166,0.443131058,0.602554816,0.691870183,0.546494747,0.560989774,0.44513657,0.551568243
2019,SRB,Eastern Europe & Central Asia,3,0.396946209,0.439779028,0.472981975,0.562583289,0.776008572,0.473487483,0.498435181,0.379102218,0.499915494
2019,SLE,Sub-Saharan Africa,1,0.514401811,0.354313632,0.421773274,0.5220143,0.684776296,0.372482514,0.408587196,0.356627671,0.454372087
2019,SGP,East Asia & Pacific,4,0.686994486,0.91364915,0.659270852,0.693982371,0.934728074,0.870032948,0.826067524,0.78303066,0.795969508
2019,SVN,EU + EFTA + North America,4,0.645463214,0.655567234,0.654066068,0.734684343,0.890637055,0.637144874,0.625581279,0.547445141,0.673823651
2019,ZAF,Sub-Saharan Africa,3,0.618698468,0.481363029,0.624905753,0.638076615,0.610744067,0.545176837,0.589014585,0.519709801,0.578461144
2019,ESP,EU + EFTA + North America,4,0.722828505,0.722489011,0.696936576,0.780999508,0.81630978,0.684341651,0.673217839,0.65739133,0.719314275
2019,LKA,South Asia,2,0.545417689,0.456073652,0.495524233,0.540960069,0.704047202,0.493785829,0.471086574,0.447082499,0.519247218
2019,KNA,Latin America & Caribbean,4,0.641887817,0.66634664,0.409949333,0.722831006,0.793352228,0.610960322,0.748635138,0.573383245,0.645918216
2019,LCA,Latin America & Caribbean,3,0.596649667,0.634475679,0.498040685,0.661890404,0.720586307,0.578105673,0.657743528,0.569059827,0.614568971
2019,VCT,Latin America & Caribbean,3,0.583119727,0.695194481,0.503046976,0.676212773,0.738684621,0.542372619,0.614852025,0.603241318,0.619590568
2019,SUR,Latin America & Caribbean,3,0.493682415,0.50545933,0.368618344,0.548525625,0.652337743,0.469057913,0.511276999,0.529471307,0.50980371
2019,SWE,EU + EFTA + North America,4,0.869792878,0.910172218,0.859295326,0.862503239,0.917354296,0.848208672,0.805466037,0.80797811,0.860096347
2019,TZA,Sub-Saharan Africa,1,0.51871471,0.416399133,0.380686419,0.452470558,0.688624512,0.427961342,0.477886862,0.377662929,0.467550808
2019,THA,East Asia & Pacific,3,0.470239921,0.491972755,0.484150959,0.477850754,0.712352679,0.475794357,0.489048837,0.419255559,0.502583228
2019,TGO,Sub-Saharan Africa,1,0.352467161,0.420993828,0.312498232,0.488103943,0.735440472,0.488023731,0.471956613,0.360067284,0.453693908
2019,TTO,Latin America & Caribbean,4,0.565657722,0.500174754,0.559858389,0.592197928,0.664704184,0.512029244,0.575508593,0.353004575,0.540391924
2019,TUN,Middle East & North Africa,2,0.604191685,0.472084023,0.504287917,0.56099022,0.674411337,0.532470351,0.489243081,0.425802507,0.53293514
2019,TUR,Eastern Europe & Central Asia,3,0.290078333,0.483868988,0.420560587,0.315905313,0.666543205,0.42182464,0.448010841,0.37676624,0.427944768
2019,UGA,Sub-Saharan Africa,1,0.406833465,0.259793547,0.398695729,0.380349503,0.588321724,0.424730856,0.448977105,0.328890973,0.404574113
2019,UKR,Eastern Europe & Central Asia,2,0.458754045,0.332914618,0.545961193,0.609809597,0.730993989,0.424913265,0.541359303,0.373258514,0.502245565
2019,ARE,Middle East & North Africa,4,0.550072769,0.794863323,0.356124177,0.458387816,0.912653186,0.724959726,0.66120538,0.674276878,0.641567907
2019,GBR,EU + EFTA + North America,4,0.836156796,0.827558176,0.795714859,0.818941531,0.847385499,0.819168118,0.726605923,0.747566274,0.802387147
2019,USA,EU + EFTA + North America,4,0.731280543,0.739878477,0.773074454,0.718577341,0.804617625,0.725275476,0.638975721,0.627441878,0.719890189
2019,URY,Latin America & Caribbean,4,0.749441759,0.740126946,0.714656544,0.764046322,0.701654412,0.688066111,0.746383893,0.538080437,0.705307053
2019,UZB,Eastern Europe & Central Asia,2,0.327349572,0.380947704,0.314958855,0.394678653,0.906201266,0.437169232,0.506921701,0.441704183,0.463741396
2019,VEN,Latin America & Caribbean,3,0.183101438,0.317469166,0.288756377,0.330254519,0.47824576,0.200403987,0.276650853,0.135511488,0.276299198
2019,VNM,East Asia & Pacific,2,0.454774551,0.404848965,0.456820985,0.460103153,0.774074313,0.447783035,0.451664949,0.460207224,0.488784647
2019,ZMB,Sub-Saharan Africa,2,0.484876051,0.401975571,0.380124134,0.450432301,0.688080442,0.426394404,0.465666438,0.433692574,0.466405239
2019,ZWE,Sub-Saharan Africa,1,0.331946361,0.309276988,0.3325244,0.345330703,0.672895554,0.376705205,0.459354269,0.366340909,0.399296799
2020,AFG,South Asia,1,0.436811587,0.304097235,0.410954909,0.412074014,0.288196013,0.372283544,0.370788631,0.306680049,0.362735748
2020,ALB,Eastern Europe & Central Asia,3,0.452599196,0.367105343,0.46589324,0.588208085,0.785126724,0.440722326,0.476076156,0.426099076,0.500228768
2020,DZA,Middle East & North Africa,3,0.481523956,0.454543894,0.344109508,0.469899684,0.740400292,0.465839416,0.564245082,0.434672052,0.494404236
2020,AGO,Sub-Saharan Africa,2,0.419577244,0.425763918,0.366361281,0.38843128,0.598377175,0.40244432,0.442747335,0.359651422,0.425419247
2020,ATG,Latin America & Caribbean,4,0.618210537,0.60653719,0.518148501,0.696141227,0.783514184,0.603583133,0.659719624,0.561137653,0.630874006
2020,ARG,Latin America & Caribbean,3,0.614948846,0.517062823,0.635636844,0.696480477,0.616214095,0.527408899,0.593537211,0.435385272,0.579584308
2020,AUS,East Asia & Pacific,4,0.823655436,0.815936429,0.811558126,0.794859572,0.866494942,0.821620357,0.758873836,0.729854378,0.802856634
2020,AUT,EU + EFTA + North America,4,0.845937668,0.81885692,0.714952027,0.850919002,0.903831924,0.835548003,0.768099126,0.799291155,0.817179478
2020,BHS,Latin America & Caribbean,4,0.605447312,0.62947533,0.504904555,0.657432089,0.74770677,0.508176206,0.57410434,0.613939237,0.60514823
2020,BGD,South Asia,2,0.397222702,0.36214122,0.426635107,0.324481313,0.626698463,0.413349289,0.38275031,0.333269153,0.408318445
2020,BRB,Latin America & Caribbean,4,0.627676082,0.696032921,0.517994221,0.725398659,0.785760595,0.599683073,0.643278078,0.574347273,0.646271363
2020,BLR,Eastern Europe & Central Asia,3,0.355516242,0.544370371,0.361656398,0.469727604,0.803063004,0.508421135,0.601162776,0.469613857,0.514191423
2020,BEL,EU + EFTA + North America,4,0.825745403,0.800641444,0.760880728,0.83793345,0.809504983,0.79887584,0.758786131,0.706916952,0.787410616
2020,BLZ,Latin America & Caribbean,3,0.437739772,0.43419451,0.450976767,0.497574911,0.70033864,0.429926823,0.512595979,0.361971156,0.47816482
2020,BEN,Sub-Saharan Africa,1,0.529115194,0.382924853,0.411829453,0.544477851,0.761999668,0.50116305,0.412373946,0.431591068,0.496934385
2020,BOL,Latin America & Caribbean,2,0.362329468,0.26541993,0.430662314,0.463362803,0.589446183,0.40203706,0.328549775,0.224902938,0.383338809
2020,BIH,Eastern Europe & Central Asia,3,0.449990969,0.436248977,0.472000007,0.590384242,0.763877422,0.489277917,0.480963144,0.479103262,0.520230743
2020,BWA,Sub-Saharan Africa,3,0.615148766,0.590681666,0.497677454,0.583905601,0.710551726,0.609742258,0.608220828,0.587501562,0.600428732
2020,BRA,Latin America & Caribbean,3,0.532423837,0.446688087,0.610881952,0.509860482,0.6375446,0.5107103,0.536527816,0.336084125,0.51509015
2020,BGR,EU + EFTA + North America,3,0.461866415,0.440167855,0.559277151,0.605163492,0.76820206,0.532789797,0.555114111,0.45334406,0.546990617
2020,BFA,Sub-Saharan Africa,1,0.56057199,0.422921333,0.471927361,0.566291157,0.623477382,0.475304957,0.461423824,0.486508122,0.508553266
2020,KHM,East Asia & Pacific,2,0.291356768,0.236974479,0.271151972,0.348154708,0.666322532,0.272312061,0.255936724,0.262204465,0.325551713
2020,CMR,Sub-Saharan Africa,2,0.369806005,0.255023668,0.337219491,0.359286413,0.483061521,0.415014416,0.411845546,0.243799769,0.359382104
2020,CAN,EU + EFTA + North America,4,0.836021644,0.834489864,0.806706561,0.819879784,0.905527268,0.811334267,0.704139407,0.740993245,0.807386505
2020,CHL,Latin America & Caribbean,4,0.720633329,0.690316695,0.713106926,0.723736028,0.674628071,0.64379866,0.631363775,0.559504259,0.669635968
2020,CHN,East Asia & Pacific,3,0.321873146,0.534247099,0.426641684,0.288849425,0.779914412,0.493527534,0.534604935,0.450156585,0.478726852
2020,COL,Latin America & Caribbean,3,0.53333203,0.386014234,0.635668793,0.532541259,0.563761122,0.52199114,0.489517742,0.33963821,0.500308066
2020,COD,Sub-Saharan Africa,1,0.390333188,0.160054942,0.340672573,0.406724551,0.482735499,0.352003321,0.346033906,0.25842838,0.342123295
2020,CRI,Latin America & Caribbean,3,0.764720242,0.659415467,0.703937724,0.786456485,0.683355679,0.666446089,0.620762606,0.574222419,0.682414589
2020,CIV,Sub-Saharan Africa,2,0.409892225,0.360061381,0.381398772,0.454767542,0.678447028,0.520976977,0.537966343,0.357851977,0.462670281
2020,HRV,EU + EFTA + North America,4,0.575627718,0.579547259,0.609447549,0.666596495,0.845582115,0.555318014,0.569552392,0.512635039,0.614288323
2020,CZE,EU + EFTA + North America,4,0.729510034,0.653041895,0.672157191,0.790114906,0.89952989,0.708764761,0.688961367,0.708671594,0.731343955
2020,DNK,EU + EFTA + North America,4,0.94353332,0.946255702,0.877020287,0.916806143,0.927592295,0.898103507,0.860952907,0.825464251,0.899466052
2020,DMA,Latin America & Caribbean,3,0.531134976,0.597947182,0.503503089,0.625267169,0.740837031,0.52721745,0.585429558,0.551612206,0.582868583
2020,DOM,Latin America & Caribbean,3,0.467179498,0.390650552,0.529434977,0.579518133,0.633662637,0.416539231,0.451619557,0.355338745,0.477992916
2020,ECU,Latin America & Caribbean,3,0.480027373,0.418908473,0.500677097,0.518309173,0.625523475,0.487598015,0.494772184,0.355151085,0.485120859
2020,EGY,Middle East & North Africa,2,0.265335963,0.398212573,0.222970675,0.276698045,0.570030416,0.370177971,0.387380867,0.374035517,0.358105253
2020,SLV,Latin America & Caribbean,2,0.496454446,0.379657467,0.533714902,0.537180611,0.649316621,0.514124853,0.532489447,0.305798541,0.493592111
2020,EST,EU + EFTA + North America,4,0.833604061,0.793210308,0.808750962,0.818736915,0.889833716,0.794691899,0.804818196,0.713380002,0.807128257
2020,ETH,Sub-Saharan Africa,1,0.386396253,0.455861645,0.324987696,0.345799577,0.633850232,0.387336325,0.419792695,0.336257271,0.411285212
2020,FIN,EU + EFTA + North America,4,0.917817198,0.889632025,0.859094474,0.905498891,0.913367892,0.8633698,0.814925634,0.830517942,0.874277982
2020,FRA,EU + EFTA + North America,4,0.725724114,0.73935194,0.779408363,0.734138561,0.751229009,0.762571756,0.705251362,0.62010899,0.727223012
2020,GMB,Sub-Saharan Africa,1,0.603898131,0.482911746,0.357993336,0.547840914,0.710414888,0.382554715,0.523886417,0.417714623,0.503401846
2020,GEO,Eastern Europe & Central Asia,3,0.545998268,0.682906454,0.573821616,0.609887243,0.785203951,0.569397739,0.530748427,0.519247519,0.602151402
2020,DEU,EU + EFTA + North America,4,0.852331394,0.822717673,0.794213337,0.851212905,0.887963755,0.850029667,0.846597908,0.785420153,0.836310849
2020,GHA,Sub-Saharan Africa,2,0.675739025,0.390877261,0.503243564,0.610142415,0.715725111,0.549151201,0.591629229,0.490706794,0.565901825
2020,GRC,EU + EFTA + North America,4,0.680510747,0.562652961,0.608599663,0.654769436,0.711710634,0.578565207,0.586055703,0.498616613,0.61018512
2020,GRD,Latin America & Caribbean,3,0.577159707,0.647666045,0.456575765,0.627235236,0.765522278,0.556579061,0.597420043,0.502763403,0.591365192
2020,GTM,Latin America & Caribbean,3,0.522143469,0.336059538,0.506955663,0.543508474,0.588707457,0.418318855,0.374507787,0.300177052,0.448797287
2020,GIN,Sub-Saharan Africa,1,0.393462032,0.286228031,0.3650421,0.501076885,0.718441048,0.370785147,0.411531017,0.306188448,0.419094338
2020,GUY,Latin America & Caribbean,3,0.558088372,0.455764156,0.451875375,0.55676393,0.623785984,0.466114752,0.534531852,0.380322153,0.503405822
2020,HND,Latin America & Caribbean,2,0.341773294,0.322426711,0.424154918,0.408687985,0.655522199,0.386226045,0.414785561,0.264260673,0.402229673
2020,HKG,East Asia & Pacific,4,0.647494219,0.841277338,0.734843148,0.654654225,0.929190668,0.810604151,0.773744885,0.715745829,0.763444308
2020,HUN,EU + EFTA + North America,4,0.396260045,0.50558198,0.458510885,0.580128595,0.894231125,0.465708985,0.454471243,0.468167105,0.527882495
2020,IND,South Asia,2,0.609776394,0.419314835,0.609657529,0.508604086,0.590039806,0.48611189,0.449777574,0.396954937,0.508779631
2020,IDN,East Asia & Pacific,2,0.681881547,0.393299156,0.547057488,0.516288334,0.682503157,0.551550951,0.457553309,0.394823389,0.528119666
2020,IRN,Middle East & North Africa,3,0.369197694,0.429661734,0.284790582,0.223458762,0.726388516,0.459226954,0.551798296,0.371861683,0.427048028
2020,ITA,EU + EFTA + North America,4,0.710373646,0.631327155,0.629802797,0.72898521,0.747680956,0.607489031,0.562641293,0.643439663,0.657717469
2020,JAM,Latin America & Caribbean,3,0.638207494,0.545749658,0.562856191,0.64057298,0.610695446,0.541103191,0.514052559,0.499090031,0.569040944
2020,JPN,East Asia & Pacific,4,0.707471848,0.81774745,0.683255757,0.769383085,0.923384162,0.785399026,0.794323496,0.755662204,0.779578378
2020,JOR,Middle East & North Africa,3,0.486905085,0.59917688,0.418888398,0.484463604,0.760429993,0.599816806,0.62134432,0.568436777,0.567432733
2020,KAZ,Eastern Europe & Central Asia,3,0.421905495,0.485003377,0.457607055,0.456565842,0.779929356,0.506796713,0.615492383,0.461376565,0.523084598
2020,KEN,Sub-Saharan Africa,2,0.489817826,0.272900245,0.480889928,0.468056487,0.582685146,0.446957046,0.461083046,0.384433252,0.448352872
2020,XKX,Eastern Europe & Central Asia,3,0.521798241,0.461520882,0.560057552,0.59512635,0.835984574,0.44136379,0.459826625,0.469059738,0.543092219
2020,KGZ,Eastern Europe & Central Asia,2,0.480665988,0.323010221,0.537629279,0.512982586,0.757035442,0.443647171,0.487347948,0.331476023,0.484224332
2020,LBN,Middle East & North Africa,3,0.499154767,0.364861922,0.40432925,0.496399251,0.656240993,0.450623486,0.419501039,0.346356551,0.454683407
2020,LBR,Sub-Saharan Africa,1,0.521977518,0.323161124,0.467678241,0.521809856,0.608597961,0.429967799,0.438581066,0.313252039,0.453128201
2020,MDG,Sub-Saharan Africa,1,0.455992024,0.272238026,0.459464388,0.472631488,0.702850535,0.372497752,0.43043157,0.355288703,0.440174311
2020,MWI,Sub-Saharan Africa,1,0.560509257,0.413534606,0.431419523,0.582101883,0.687214274,0.452810922,0.559088948,0.461242204,0.518490202
2020,MYS,East Asia & Pacific,3,0.582323591,0.595827379,0.424315782,0.516041451,0.785673091,0.573719087,0.626958172,0.55608699,0.582618193
2020,MLI,Sub-Saharan Africa,1,0.468893446,0.33804181,0.455424184,0.542846665,0.50660321,0.4884413,0.415915421,0.296113566,0.43903495
2020,MRT,Sub-Saharan Africa,2,0.330029393,0.289127629,0.269383782,0.404698884,0.650712905,0.28005753,0.364632557,0.304732988,0.361671958
2020,MUS,Sub-Saharan Africa,3,0.597529512,0.587631741,0.539882993,0.639421675,0.753761666,0.628223468,0.635745803,0.534381701,0.61457232
2020,MEX,Latin America & Caribbean,3,0.463888371,0.274797677,0.604159981,0.516480806,0.53287718,0.452466345,0.387964214,0.296407985,0.44113032
2020,MDA,Eastern Europe & Central Asia,2,0.457832399,0.339492972,0.549037474,0.544518386,0.801892297,0.432716738,0.478268038,0.363028413,0.49584834
2020,MNG,East Asia & Pacific,2,0.531174785,0.419581558,0.488715409,0.572799896,0.766408066,0.468365124,0.530356574,0.490458236,0.533482456
2020,MAR,Middle East & North Africa,2,0.509281501,0.438084678,0.441064237,0.453891089,0.680508885,0.561328868,0.53724099,0.378651307,0.500006444
2020,MOZ,Sub-Saharan Africa,1,0.430306397,0.367147017,0.351726961,0.411975539,0.55412724,0.402538452,0.458459994,0.329294947,0.413197068
2020,MMR,East Asia & Pacific,2,0.447339134,0.460666805,0.368090579,0.30688316,0.654200932,0.46442215,0.373163073,0.273337853,0.418512961
2020,NAM,Sub-Saharan Africa,3,0.691869945,0.534360853,0.575281992,0.664237253,0.736377527,0.583386896,0.665580092,0.553623162,0.625589715
2020,NPL,South Asia,1,0.599135521,0.413460008,0.517368942,0.518880723,0.72865033,0.509553959,0.479863972,0.438346164,0.525657452
2020,NLD,EU + EFTA + North America,4,0.859493913,0.877148733,0.822019984,0.840499088,0.848958405,0.846542144,0.847076621,0.758122836,0.837482715
2020,NZL,East Asia & Pacific,4,0.849077454,0.874888213,0.817992752,0.808127639,0.892409185,0.852361222,0.783516669,0.721898317,0.825033931
2020,NIC,Latin America & Caribbean,2,0.263098507,0.343241405,0.373430848,0.374010155,0.696803692,0.429023997,0.376554134,0.292922561,0.393635662
2020,NER,Sub-Saharan Africa,1,0.397414894,0.402677976,0.34815324,0.493690635,0.644586492,0.470458647,0.447438434,0.378362951,0.447847909
2020,NGA,Sub-Saharan Africa,2,0.52529816,0.331371586,0.425441426,0.457479393,0.353339627,0.43436596,0.498495982,0.4011108,0.428362867
2020,MKD,Eastern Europe & Central Asia,3,0.467657358,0.442412281,0.483474903,0.587903547,0.794667366,0.48412644,0.552784692,0.449364066,0.532798832
2020,NOR,EU + EFTA + North America,4,0.937321725,0.939542705,0.885682257,0.907082709,0.926995064,0.874707324,0.850852987,0.833069842,0.894406827
2020,PAK,South Asia,2,0.48706562,0.309741386,0.43014802,0.376502848,0.372864817,0.391644621,0.384189579,0.353882991,0.388254985
2020,PAN,Latin America & Caribbean,4,0.537241125,0.420252065,0.594312336,0.639754772,0.662021126,0.509604965,0.47959241,0.331102382,0.521735148
2020,PER,Latin America & Caribbean,3,0.59663967,0.330146798,0.549304384,0.621741639,0.625377194,0.491216572,0.448235604,0.329752088,0.499051744
2020,PHL,East Asia & Pacific,2,0.5031372,0.457304244,0.51864324,0.41423383,0.647424833,0.48420913,0.460121339,0.312242643,0.474664557
2020,POL,EU + EFTA + North America,4,0.580134853,0.733242528,0.597201583,0.641175714,0.855766517,0.620176881,0.630318435,0.59737525,0.65692397
2020,PRT,EU + EFTA + North America,4,0.783361759,0.724945291,0.664817126,0.779104964,0.785006994,0.623553766,0.682033148,0.592003202,0.704353281
2020,KOR,East Asia & Pacific,4,0.719495022,0.665181252,0.705512361,0.732805063,0.841230529,0.724382305,0.763974252,0.706541505,0.732390286
2020,ROU,EU + EFTA + North America,3,0.616535593,0.559022798,0.605576737,0.699900037,0.833235144,0.569044177,0.619781011,0.55742618,0.63256521
2020,RUS,Eastern Europe & Central Asia,3,0.364765942,0.429618208,0.490054842,0.440876672,0.659880777,0.486539854,0.536703968,0.313917359,0.465294703
2020,RWA,Sub-Saharan Africa,1,0.60212616,0.63006785,0.583517399,0.514166308,0.841848152,0.591665735,0.638788211,0.535077196,0.617157126
2020,SEN,Sub-Saharan Africa,2,0.563470435,0.536749782,0.434681629,0.596522542,0.68950232,0.565737233,0.573596697,0.449262228,0.551190358
2020,SRB,Eastern Europe & Central Asia,3,0.389111971,0.439032915,0.466795367,0.571460219,0.771209408,0.482765965,0.505303687,0.397073686,0.502844152
2020,SLE,Sub-Saharan Africa,1,0.510120413,0.354592973,0.39833233,0.507034441,0.665602519,0.372814725,0.441544023,0.351984547,0.450253246
2020,SGP,East Asia & Pacific,4,0.670072645,0.913629109,0.641916525,0.681391467,0.929979318,0.869637657,0.817743076,0.786704817,0.788884327
2020,SVN,EU + EFTA + North America,4,0.651511539,0.662269154,0.654666027,0.754699228,0.888640835,0.65207382,0.656144188,0.560864844,0.685108704
2020,ZAF,Sub-Saharan Africa,3,0.630253724,0.483880295,0.622693904,0.639980317,0.609991248,0.563652269,0.614176734,0.525540267,0.586271095
